  lc        k         e         sdir      sby       sbz       ux        uy        uz        Di        Do        t       
  -         -         -         MPa       MPa       MPa       -         -         -         mm        mm        mm      
       18.        4.       10.  0.64E+01  0.43E-01  0.21E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        4.       31.  0.53E+01  0.10E+01  0.22E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        4.      181.  0.41E+00  0.60E-02  0.54E-01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        4.      234.  0.41E+00  0.60E-02  0.54E-01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        5.       20.  0.66E+01  0.42E+00  0.31E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        5.       81.  0.53E+01  0.15E+01  0.25E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        5.      198.  0.41E+00  0.14E-01  0.16E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        5.      199.  0.35E+00  0.12E-01  0.84E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        6.       30.  0.66E+01  0.42E+00  0.21E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        6.      131.  0.53E+01  0.15E+01  0.25E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        6.      216.  0.35E+00  0.12E-01  0.84E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        6.      217.  0.41E+00  0.14E-01  0.16E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        7.       80.  0.14E+01  0.33E+01  0.19E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        7.      235.  0.55E-01  0.43E-02  0.12E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        7.      288.  0.55E-01  0.43E-02  0.12E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        8.      130.  0.14E+01  0.21E+01  0.26E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        8.      252.  0.55E-01  0.22E-02  0.17E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        8.      253.  0.20E-01  0.21E-02  0.97E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        9.      180.  0.14E+01  0.21E+01  0.26E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        9.      270.  0.20E-01  0.21E-02  0.97E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        9.      271.  0.55E-01  0.22E-02  0.17E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        1.        1.  0.76E+01  0.86E-04  0.43E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        2.       11.  0.71E+01  0.97E-01  0.11E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        3.       21.  0.71E+01  0.97E-01  0.76E-11  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        4.       10.  0.69E+01  0.16E-01  0.13E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        4.       31.  0.54E+01  0.46E+01  0.10E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        4.      181.  0.36E+00  0.12E-01  0.24E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        4.      234.  0.36E+00  0.12E-01  0.24E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        5.       20.  0.64E+01  0.18E+01  0.19E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        5.       81.  0.52E+01  0.38E+00  0.19E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        5.      198.  0.36E+00  0.16E-01  0.27E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        5.      199.  0.38E+00  0.13E-01  0.17E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        6.       30.  0.64E+01  0.18E+01  0.14E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        6.      131.  0.52E+01  0.38E+00  0.19E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        6.      216.  0.38E+00  0.13E-01  0.17E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        6.      217.  0.36E+00  0.16E-01  0.27E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        7.       80.  0.15E+01  0.54E+01  0.91E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        7.      235.  0.67E-01  0.84E-02  0.24E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        7.      288.  0.67E-01  0.84E-02  0.24E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        8.      130.  0.14E+01  0.10E+01  0.22E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        8.      252.  0.67E-01  0.52E-02  0.55E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        8.      253.  0.43E-02  0.32E-02  0.11E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        9.      180.  0.14E+01  0.10E+01  0.22E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       19.        9.      270.  0.43E-02  0.32E-02  0.11E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       19.        9.      271.  0.67E-01  0.52E-02  0.55E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        1.        1.  0.82E+01  0.77E-04  0.18E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        2.       11.  0.68E+01  0.21E+00  0.55E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        3.       21.  0.68E+01  0.21E+00  0.17E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        4.       10.  0.75E+01  0.15E-01  0.53E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        4.       31.  0.55E+01  0.84E+01  0.23E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        4.      181.  0.30E+00  0.13E-01  0.49E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        4.      234.  0.30E+00  0.13E-01  0.49E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        5.       20.  0.61E+01  0.39E+01  0.80E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        5.       81.  0.51E+01  0.23E+01  0.12E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        5.      198.  0.31E+00  0.14E-01  0.68E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        5.      199.  0.42E+00  0.91E-02  0.26E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        6.       30.  0.61E+01  0.39E+01  0.32E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        6.      131.  0.51E+01  0.23E+01  0.12E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        6.      216.  0.42E+00  0.91E-02  0.26E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        6.      217.  0.31E+00  0.14E-01  0.68E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        7.       80.  0.16E+01  0.77E+01  0.21E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        7.      235.  0.82E-01  0.13E-01  0.37E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        7.      288.  0.82E-01  0.13E-01  0.37E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        8.      130.  0.13E+01  0.23E+00  0.18E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        8.      252.  0.82E-01  0.81E-02  0.77E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        8.      253.  0.13E-01  0.46E-02  0.13E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        9.      180.  0.13E+01  0.23E+00  0.18E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       20.        9.      270.  0.13E-01  0.46E-02  0.13E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       20.        9.      271.  0.82E-01  0.81E-02  0.77E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        1.        1.  0.86E+01  0.22E-03  0.38E-16  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        2.       11.  0.66E+01  0.28E+00  0.97E-16  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        3.       21.  0.66E+01  0.28E+00  0.24E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        4.       10.  0.78E+01  0.42E-01  0.11E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        4.       31.  0.57E+01  0.12E+02  0.33E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        4.      181.  0.26E+00  0.84E-02  0.69E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        4.      234.  0.26E+00  0.84E-02  0.69E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        5.       20.  0.59E+01  0.54E+01  0.26E-15  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        5.       81.  0.51E+01  0.36E+01  0.72E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        5.      198.  0.26E+00  0.60E-02  0.98E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        5.      199.  0.45E+00  0.19E-02  0.32E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        6.       30.  0.59E+01  0.54E+01  0.45E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        6.      131.  0.51E+01  0.36E+01  0.72E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        6.      216.  0.45E+00  0.19E-02  0.32E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        6.      217.  0.26E+00  0.60E-02  0.98E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        7.       80.  0.18E+01  0.94E+01  0.30E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        7.      235.  0.87E-01  0.15E-01  0.47E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        7.      288.  0.87E-01  0.15E-01  0.47E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        8.      130.  0.12E+01  0.15E+01  0.15E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        8.      252.  0.87E-01  0.95E-02  0.21E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        8.      253.  0.23E-01  0.53E-02  0.15E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        9.      180.  0.12E+01  0.15E+01  0.15E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       21.        9.      270.  0.23E-01  0.53E-02  0.15E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       21.        9.      271.  0.87E-01  0.95E-02  0.21E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        1.        1.  0.88E+01  0.30E-03  0.85E-15  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        2.       11.  0.64E+01  0.31E+00  0.25E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        3.       21.  0.64E+01  0.31E+00  0.27E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        4.       10.  0.80E+01  0.58E-01  0.26E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        4.       31.  0.57E+01  0.14E+02  0.38E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        4.      181.  0.23E+00  0.13E-02  0.81E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        4.      234.  0.23E+00  0.13E-02  0.81E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        5.       20.  0.57E+01  0.59E+01  0.37E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        5.       81.  0.50E+01  0.43E+01  0.48E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        5.      198.  0.23E+00  0.45E-02  0.11E+02  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        5.      199.  0.47E+00  0.71E-02  0.35E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        6.       30.  0.57E+01  0.59E+01  0.52E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        6.      131.  0.50E+01  0.43E+01  0.48E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        6.      216.  0.47E+00  0.71E-02  0.35E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        6.      217.  0.23E+00  0.45E-02  0.11E+02  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        7.       80.  0.19E+01  0.10E+02  0.35E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        7.      235.  0.77E-01  0.13E-01  0.51E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        7.      288.  0.77E-01  0.13E-01  0.51E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        8.      130.  0.12E+01  0.26E+01  0.13E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        8.      252.  0.77E-01  0.86E-02  0.32E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        8.      253.  0.22E-01  0.47E-02  0.17E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        9.      180.  0.12E+01  0.26E+01  0.13E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       22.        9.      270.  0.22E-01  0.47E-02  0.17E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       22.        9.      271.  0.77E-01  0.86E-02  0.32E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        1.        1.  0.85E+01  0.30E-03  0.68E-15  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        2.       11.  0.66E+01  0.24E+00  0.17E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        3.       21.  0.66E+01  0.24E+00  0.22E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        4.       10.  0.77E+01  0.58E-01  0.20E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        4.       31.  0.56E+01  0.12E+02  0.31E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        4.      181.  0.24E+00  0.91E-02  0.70E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        4.      234.  0.24E+00  0.91E-02  0.70E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        5.       20.  0.59E+01  0.45E+01  0.31E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        5.       81.  0.50E+01  0.30E+01  0.86E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        5.      198.  0.25E+00  0.13E-01  0.83E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        5.      199.  0.46E+00  0.14E-01  0.30E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        6.       30.  0.59E+01  0.45E+01  0.42E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        6.      131.  0.50E+01  0.30E+01  0.86E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        6.      216.  0.46E+00  0.14E-01  0.30E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        6.      217.  0.25E+00  0.13E-01  0.83E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        7.       80.  0.18E+01  0.81E+01  0.29E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        7.      235.  0.40E-01  0.54E-02  0.41E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        7.      288.  0.40E-01  0.54E-02  0.41E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        8.      130.  0.12E+01  0.23E+01  0.15E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        8.      252.  0.40E-01  0.39E-02  0.29E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        8.      253.  0.18E-02  0.15E-02  0.16E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        9.      180.  0.12E+01  0.23E+01  0.15E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       23.        9.      270.  0.18E-02  0.15E-02  0.16E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       23.        9.      271.  0.40E-01  0.39E-02  0.29E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        1.        1.  0.76E+01  0.22E-03  0.46E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        2.       11.  0.70E+01  0.70E-01  0.11E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        3.       21.  0.70E+01  0.70E-01  0.77E-11  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        4.       10.  0.69E+01  0.43E-01  0.14E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        4.       31.  0.54E+01  0.68E+01  0.11E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        4.      181.  0.31E+00  0.12E-01  0.34E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        4.      234.  0.31E+00  0.12E-01  0.34E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        5.       20.  0.63E+01  0.14E+01  0.21E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        5.       81.  0.51E+01  0.20E+00  0.19E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        5.      198.  0.31E+00  0.16E-01  0.17E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        5.      199.  0.41E+00  0.15E-01  0.16E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        6.       30.  0.63E+01  0.14E+01  0.15E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        6.      131.  0.51E+01  0.20E+00  0.19E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        6.      216.  0.41E+00  0.15E-01  0.16E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        6.      217.  0.31E+00  0.16E-01  0.17E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        7.       80.  0.15E+01  0.35E+01  0.10E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        7.      235.  0.21E-01  0.85E-02  0.15E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        7.      288.  0.21E-01  0.85E-02  0.15E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        8.      130.  0.13E+01  0.50E+00  0.22E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        8.      252.  0.21E-01  0.42E-02  0.95E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        8.      253.  0.48E-01  0.43E-02  0.13E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        9.      180.  0.13E+01  0.50E+00  0.22E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       24.        9.      270.  0.48E-01  0.43E-02  0.13E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       24.        9.      271.  0.21E-01  0.42E-02  0.95E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
